source_id,source_type,source_date,source_tablet,source_title,source_filename,source_archive_filename,source_archive_path,target_id,target_type,target_date,target_tablet,target_title,target_filename,target_archive_filename,target_archive_path,target_path,status
TAB-III,stone_tablet,,III,Stone Tablet III · The Starling Convergence,Stone Tablet III -- The Starling Convergence -- Complete.md,Stone Tablet III -- The Starling Convergence -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet III -- The Starling Convergence -- Complete.md,TAB-IV,stone_tablet,,IV,Stone Tablet IV · Volume I Witness Companion,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,,Personal Space/memo/Stone Tablets/Stone Tablet IV -- Volume I Witness Companion -- Complete.md,ok
TAB-III,stone_tablet,,III,Stone Tablet III · The Starling Convergence,Stone Tablet III -- The Starling Convergence -- Complete.md,Stone Tablet III -- The Starling Convergence -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet III -- The Starling Convergence -- Complete.md,TAB-V,stone_tablet,,V,"Stone Tablet V · Come Out of Her, My Children","Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md","Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md",,"Personal Space/memo/Stone Tablets/Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md",ok
TAB-III,stone_tablet,,III,Stone Tablet III · The Starling Convergence,Stone Tablet III -- The Starling Convergence -- Complete.md,Stone Tablet III -- The Starling Convergence -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet III -- The Starling Convergence -- Complete.md,TAB-VI,stone_tablet,,VI,Stone Tablet VI · The Night the Silence Should Have Come Sooner,Stone Tablet VI - The Night the Silence Should Have Come Sooner.md,Stone Tablet VI - The Night the Silence Should Have Come Sooner.md,,Personal Space/memo/Stone Tablets/Stone Tablet VI - The Night the Silence Should Have Come Sooner.md,ok
TAB-III,stone_tablet,,III,Stone Tablet III · The Starling Convergence,Stone Tablet III -- The Starling Convergence -- Complete.md,Stone Tablet III -- The Starling Convergence -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet III -- The Starling Convergence -- Complete.md,TAB-VII,stone_tablet,,VII,Stone Tablet VII · Koinonia Takes Precedence · Volume IV,Stone Tablet VII -- A Living Topology of Transformation -- Volume IV -- Complete.md,Stone Tablet VII -- A Living Topology of Transformation -- Volume IV -- Complete.md,,Personal Space/memo/Stone Tablets/Stone Tablet VII -- A Living Topology of Transformation -- Volume IV -- Complete.md,ok
TAB-III,stone_tablet,,III,Stone Tablet III · The Starling Convergence,Stone Tablet III -- The Starling Convergence -- Complete.md,Stone Tablet III -- The Starling Convergence -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet III -- The Starling Convergence -- Complete.md,TAB-VIII,stone_tablet,,VIII,Stone Tablet VIII · Seed Register,Stone Tablet VIII -- Seed Register.md,Stone Tablet VIII -- Seed Register.md,,Personal Space/memo/Stone Tablets/Stone Tablet VIII -- Seed Register.md,ok
TAB-III,stone_tablet,,III,Stone Tablet III · The Starling Convergence,Stone Tablet III -- The Starling Convergence -- Complete.md,Stone Tablet III -- The Starling Convergence -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet III -- The Starling Convergence -- Complete.md,MED-0194,meditation,2026-06-07,V,"06-07 Corpus Reflection_ Sister Katie's Covenantal Co-Witness, Kenosis, and the Plural Prophetic Archive","06-07 Corpus Reflection_ Sister Katie's Covenantal Co-Witness, Kenosis, and the Plural Prophetic Archive-Public Spoken Word — PLAUD Note Prompt.md","06-07 Corpus Reflection_ Sister Katie's Covenantal Co-Witness, Kenosis, and the Plural Prophetic Archive.md",,"Personal Space/memo/PLAUD Meditations/June/06-07 Corpus Reflection_ Sister Katie's Covenantal Co-Witness, Kenosis, and the Plural Prophetic Archive-Public Spoken Word — PLAUD Note Prompt.md",ok
TAB-III,stone_tablet,,III,Stone Tablet III · The Starling Convergence,Stone Tablet III -- The Starling Convergence -- Complete.md,Stone Tablet III -- The Starling Convergence -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet III -- The Starling Convergence -- Complete.md,MED-0189,meditation,2026-06-06,V,"06-06 Personal Meditation_ Prophetic Waiting, Jonah Arc & Spiritual Formation","06-06 Personal Meditation_ Prophetic Waiting, Jonah Arc & Spiritual Formation-Public Spoken Word — PLAUD Note Prompt.md","06-06 Personal Meditation_ Prophetic Waiting, Jonah Arc & Spiritual Formation.md",,"Personal Space/memo/PLAUD Meditations/June/06-06 Personal Meditation_ Prophetic Waiting, Jonah Arc & Spiritual Formation-Public Spoken Word — PLAUD Note Prompt.md",ok
TAB-III,stone_tablet,,III,Stone Tablet III · The Starling Convergence,Stone Tablet III -- The Starling Convergence -- Complete.md,Stone Tablet III -- The Starling Convergence -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet III -- The Starling Convergence -- Complete.md,MED-0191,meditation,2026-06-07,V,06-07 Call Reflection_ Samuel's Wilderness Season — Spiritual Formation and Brotherhood,06-07 Call Reflection_ Samuel's Wilderness Season — Spiritual Formation and Brotherhood-Public Spoken Word — PLAUD Note Prompt.md,06-07 Call Reflection_ Samuel's Wilderness Season — Spiritual Formation and Brotherhood.md,,Personal Space/memo/PLAUD Meditations/June/06-07 Call Reflection_ Samuel's Wilderness Season — Spiritual Formation and Brotherhood-Public Spoken Word — PLAUD Note Prompt.md,ok
TAB-III,stone_tablet,,III,Stone Tablet III · The Starling Convergence,Stone Tablet III -- The Starling Convergence -- Complete.md,Stone Tablet III -- The Starling Convergence -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet III -- The Starling Convergence -- Complete.md,MED-0186,meditation,2026-06-04,V,"06-04 Call Reflection_ The Burning Bush, Old Refuges, and Spiritual Formation","06-04 Call Reflection_ The Burning Bush, Old Refuges, and Spiritual Formation-Public Spoken Word — PLAUD Note Prompt.md","06-04 Call Reflection_ The Burning Bush, Old Refuges, and Spiritual Formation.md",,"Personal Space/memo/PLAUD Meditations/June/06-04 Call Reflection_ The Burning Bush, Old Refuges, and Spiritual Formation-Public Spoken Word — PLAUD Note Prompt.md",ok
TAB-III,stone_tablet,,III,Stone Tablet III · The Starling Convergence,Stone Tablet III -- The Starling Convergence -- Complete.md,Stone Tablet III -- The Starling Convergence -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet III -- The Starling Convergence -- Complete.md,MED-0188,meditation,2026-06-06,V,"06-06 Conversation_ Restaurant Kitchen Standards, Workplace Accountability, and Spiritual Reflection","06-06 Conversation_ Restaurant Kitchen Standards, Workplace Accountability, and Spiritual Reflection-Public Spoken Word — PLAUD Note Prompt.md","06-06 Conversation_ Restaurant Kitchen Standards, Workplace Accountability, and Spiritual Reflection.md",,"Personal Space/memo/PLAUD Meditations/June/06-06 Conversation_ Restaurant Kitchen Standards, Workplace Accountability, and Spiritual Reflection-Public Spoken Word — PLAUD Note Prompt.md",ok
TAB-III,stone_tablet,,III,Stone Tablet III · The Starling Convergence,Stone Tablet III -- The Starling Convergence -- Complete.md,Stone Tablet III -- The Starling Convergence -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet III -- The Starling Convergence -- Complete.md,MED-0190,meditation,2026-06-07,V,"06-07 Call Reflection_ Brotherhood, Covenant Friendship, and Spiritual Stewardship","06-07 Call Reflection_ Brotherhood, Covenant Friendship, and Spiritual Stewardship-Public Spoken Word — PLAUD Note Prompt.md","06-07 Call Reflection_ Brotherhood, Covenant Friendship, and Spiritual Stewardship.md",,"Personal Space/memo/PLAUD Meditations/June/06-07 Call Reflection_ Brotherhood, Covenant Friendship, and Spiritual Stewardship-Public Spoken Word — PLAUD Note Prompt.md",ok
TAB-III,stone_tablet,,III,Stone Tablet III · The Starling Convergence,Stone Tablet III -- The Starling Convergence -- Complete.md,Stone Tablet III -- The Starling Convergence -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet III -- The Starling Convergence -- Complete.md,EXT-MASTER-INDEX,external,,,PLAUD Meditations · Master Index,PLAUD Meditations · Master Index.md,PLAUD Meditations · Master Index.md,,Personal Space/memo/PLAUD Meditations/PLAUD Meditations · Master Index.md,external
TAB-III,stone_tablet,,III,Stone Tablet III · The Starling Convergence,Stone Tablet III -- The Starling Convergence -- Complete.md,Stone Tablet III -- The Starling Convergence -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet III -- The Starling Convergence -- Complete.md,EXT-TIMELINE,external,,,Timeline of Six Spines,PLAUD Meditations · Timeline of Six Spines.html,PLAUD Meditations · Timeline of Six Spines.html,,Personal Space/memo/PLAUD Meditations/PLAUD Meditations · Timeline of Six Spines.html,external
TAB-III,stone_tablet,,III,Stone Tablet III · The Starling Convergence,Stone Tablet III -- The Starling Convergence -- Complete.md,Stone Tablet III -- The Starling Convergence -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet III -- The Starling Convergence -- Complete.md,EXT-TRACKER-XLSX,external,,,PLAUD Meditations · Tracker XLSX,PLAUD Meditations · Tracker.xlsx,PLAUD Meditations · Tracker.xlsx,,Personal Space/memo/PLAUD Meditations/PLAUD Meditations · Tracker.xlsx,external
TAB-IV,stone_tablet,,IV,Stone Tablet IV · Volume I Witness Companion,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet IV -- Volume I Witness Companion -- Complete.md,TAB-I,stone_tablet,,I,Stone Tablet I · Volume I · The Architecture of Formation,Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,Personal Space/memo/Stone Tablets/Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,ok
TAB-IV,stone_tablet,,IV,Stone Tablet IV · Volume I Witness Companion,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet IV -- Volume I Witness Companion -- Complete.md,TAB-II,stone_tablet,,II,Stone Tablet II · Volume II · The Testimony of a Witness,Stone Tablet II -- A Living Topology of Transformation -- Volume II -- Complete.md,Stone Tablet II -- A Living Topology of Transformation -- Volume II -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet II -- A Living Topology of Transformation -- Volume II -- Complete.md,Personal Space/memo/Stone Tablets/Stone Tablet II -- A Living Topology of Transformation -- Volume II -- Complete.md,ok
TAB-IV,stone_tablet,,IV,Stone Tablet IV · Volume I Witness Companion,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet IV -- Volume I Witness Companion -- Complete.md,TAB-III,stone_tablet,,III,Stone Tablet III · The Starling Convergence,Stone Tablet III -- The Starling Convergence -- Complete.md,Stone Tablet III -- The Starling Convergence -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet III -- The Starling Convergence -- Complete.md,Personal Space/memo/Stone Tablets/Stone Tablet III -- The Starling Convergence -- Complete.md,ok
TAB-IV,stone_tablet,,IV,Stone Tablet IV · Volume I Witness Companion,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet IV -- Volume I Witness Companion -- Complete.md,TAB-V,stone_tablet,,V,"Stone Tablet V · Come Out of Her, My Children","Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md","Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md",,"Personal Space/memo/Stone Tablets/Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md",ok
TAB-IV,stone_tablet,,IV,Stone Tablet IV · Volume I Witness Companion,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet IV -- Volume I Witness Companion -- Complete.md,TAB-VI,stone_tablet,,VI,Stone Tablet VI · The Night the Silence Should Have Come Sooner,Stone Tablet VI - The Night the Silence Should Have Come Sooner.md,Stone Tablet VI - The Night the Silence Should Have Come Sooner.md,,Personal Space/memo/Stone Tablets/Stone Tablet VI - The Night the Silence Should Have Come Sooner.md,ok
TAB-IV,stone_tablet,,IV,Stone Tablet IV · Volume I Witness Companion,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet IV -- Volume I Witness Companion -- Complete.md,TAB-VII,stone_tablet,,VII,Stone Tablet VII · Koinonia Takes Precedence · Volume IV,Stone Tablet VII -- A Living Topology of Transformation -- Volume IV -- Complete.md,Stone Tablet VII -- A Living Topology of Transformation -- Volume IV -- Complete.md,,Personal Space/memo/Stone Tablets/Stone Tablet VII -- A Living Topology of Transformation -- Volume IV -- Complete.md,ok
TAB-IV,stone_tablet,,IV,Stone Tablet IV · Volume I Witness Companion,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet IV -- Volume I Witness Companion -- Complete.md,TAB-VIII,stone_tablet,,VIII,Stone Tablet VIII · Seed Register,Stone Tablet VIII -- Seed Register.md,Stone Tablet VIII -- Seed Register.md,,Personal Space/memo/Stone Tablets/Stone Tablet VIII -- Seed Register.md,ok
TAB-IV,stone_tablet,,IV,Stone Tablet IV · Volume I Witness Companion,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet IV -- Volume I Witness Companion -- Complete.md,MED-0007,meditation,2026-02-27,I,02-27 Personal Meditation_ Divine Winnowing and the Transformation from Ambition to Abiding,02-27 Personal Meditation_ Divine Winnowing and the Transformation from Ambition to Abiding.md,02-27 Personal Meditation_ Divine Winnowing and the Transformation from Ambition to Abiding.md,,Personal Space/memo/PLAUD Meditations/Feb/02-27 Personal Meditation_ Divine Winnowing and the Transformation from Ambition to Abiding.md,ok
TAB-IV,stone_tablet,,IV,Stone Tablet IV · Volume I Witness Companion,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,Stone Tablet IV -- Volume I Witness Companion -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet IV -- Volume I Witness Companion -- Complete.md,MED-0034,meditation,2026-03-20,I,03-20 Personal Meditation_ The Hidden Mathematics of Divine Perfection—When Thirteen Becomes the Number of the Remnant,03-20 Personal Meditation_ The Hidden Mathematics of Divine Perfection—When Thirteen Becomes the Number of the Remnant-Summary.md,03-20 Personal Meditation_ The Hidden Mathematics of Divine Perfection—When Thirteen Becomes the Number of the Remnant-Summary.md,,Personal Space/memo/PLAUD Meditations/March/03-20 Personal Meditation_ The Hidden Mathematics of Divine Perfection—When Thirteen Becomes the Number of the Remnant-Summary.md,ok
